season,round,race_name,date,driver_id,driver_code,driver_name,constructor_id,constructor,number,grid,position,points,laps,status,fastest_lap_rank,fastest_lap_speed
2012,2,Malaysian Grand Prix,2012-03-25,button,BUT,Jenson Button,mclaren,McLaren,3,2,14,0,56,Finished,14,195.443
2012,2,Malaysian Grand Prix,2012-03-25,massa,MAS,Felipe Massa,ferrari,Ferrari,6,12,15,0,56,Finished,13,195.537
2012,2,Malaysian Grand Prix,2012-03-25,petrov,PET,Vitaly Petrov,caterham,Caterham,21,19,16,0,55,+1 Lap,17,192.775
2012,2,Malaysian Grand Prix,2012-03-25,glock,GLO,Timo Glock,marussia,Marussia,24,20,17,0,55,+1 Lap,20,190.486
2012,2,Malaysian Grand Prix,2012-03-25,kovalainen,KOV,Heikki Kovalainen,caterham,Caterham,20,24,18,0,55,+1 Lap,18,192.237
2012,2,Malaysian Grand Prix,2012-03-25,maldonado,MAL,Pastor Maldonado,williams,Williams,18,11,19,0,54,Engine,16,195.181
2012,2,Malaysian Grand Prix,2012-03-25,pic,PIC,Charles Pic,marussia,Marussia,25,21,20,0,54,+2 Laps,21,190.384
2012,2,Malaysian Grand Prix,2012-03-25,karthikeyan,KAR,Narain Karthikeyan,hrt,HRT,23,23,21,0,54,+2 Laps,22,188.414
2012,2,Malaysian Grand Prix,2012-03-25,rosa,DLR,Pedro de la Rosa,hrt,HRT,22,22,22,0,54,+2 Laps,23,187.820
2012,2,Malaysian Grand Prix,2012-03-25,kobayashi,KOB,Kamui Kobayashi,sauber,Sauber,14,17,23,0,46,Retired,19,191.501
2012,2,Malaysian Grand Prix,2012-03-25,grosjean,GRO,Romain Grosjean,lotus_f1,Lotus F1,10,6,24,0,3,Collision,24,155.333
2012,3,Chinese Grand Prix,2012-04-15,rosberg,ROS,Nico Rosberg,mercedes,Mercedes,8,1,1,25,56,Finished,8,194.356
2012,3,Chinese Grand Prix,2012-04-15,button,BUT,Jenson Button,mclaren,McLaren,3,5,2,18,56,Finished,3,195.411
2012,3,Chinese Grand Prix,2012-04-15,hamilton,HAM,Lewis Hamilton,mclaren,McLaren,4,7,3,15,56,Finished,6,195.201
2012,3,Chinese Grand Prix,2012-04-15,webber,WEB,Mark Webber,red_bull,Red Bull,2,6,4,12,56,Finished,5,195.279
2012,3,Chinese Grand Prix,2012-04-15,vettel,VET,Sebastian Vettel,red_bull,Red Bull,1,11,5,10,56,Finished,7,195.063
2012,3,Chinese Grand Prix,2012-04-15,grosjean,GRO,Romain Grosjean,lotus_f1,Lotus F1,10,10,6,8,56,Finished,11,194.062
2012,3,Chinese Grand Prix,2012-04-15,bruno_senna,SEN,Bruno Senna,williams,Williams,19,14,7,6,56,Finished,16,193.731
2012,3,Chinese Grand Prix,2012-04-15,maldonado,MAL,Pastor Maldonado,williams,Williams,18,13,8,4,56,Finished,4,195.294
2012,3,Chinese Grand Prix,2012-04-15,alonso,ALO,Fernando Alonso,ferrari,Ferrari,5,9,9,2,56,Finished,12,194.001
2012,3,Chinese Grand Prix,2012-04-15,kobayashi,KOB,Kamui Kobayashi,sauber,Sauber,14,3,10,1,56,Finished,1,196.314
2012,3,Chinese Grand Prix,2012-04-15,perez,PER,Sergio Pérez,sauber,Sauber,15,8,11,0,56,Finished,10,194.156
2012,3,Chinese Grand Prix,2012-04-15,resta,DIR,Paul di Resta,force_india,Force India,11,15,12,0,56,Finished,17,193.339
2012,3,Chinese Grand Prix,2012-04-15,massa,MAS,Felipe Massa,ferrari,Ferrari,6,12,13,0,56,Finished,14,193.832
2012,3,Chinese Grand Prix,2012-04-15,raikkonen,RAI,Kimi Räikkönen,lotus_f1,Lotus F1,9,4,14,0,56,Finished,18,192.777
2012,3,Chinese Grand Prix,2012-04-15,hulkenberg,HUL,Nico Hülkenberg,force_india,Force India,12,16,15,0,56,Finished,9,194.337
2012,3,Chinese Grand Prix,2012-04-15,vergne,VER,Jean-Éric Vergne,toro_rosso,Toro Rosso,17,24,16,0,56,Finished,2,196.198
2012,3,Chinese Grand Prix,2012-04-15,ricciardo,RIC,Daniel Ricciardo,toro_rosso,Toro Rosso,16,17,17,0,56,Finished,15,193.811
2012,3,Chinese Grand Prix,2012-04-15,petrov,PET,Vitaly Petrov,caterham,Caterham,21,19,18,0,55,+1 Lap,19,191.664
2012,3,Chinese Grand Prix,2012-04-15,glock,GLO,Timo Glock,marussia,Marussia,24,20,19,0,55,+1 Lap,21,190.987
2012,3,Chinese Grand Prix,2012-04-15,pic,PIC,Charles Pic,marussia,Marussia,25,21,20,0,55,+1 Lap,20,191.224
2012,3,Chinese Grand Prix,2012-04-15,rosa,DLR,Pedro de la Rosa,hrt,HRT,22,22,21,0,55,+1 Lap,22,189.398
2012,3,Chinese Grand Prix,2012-04-15,karthikeyan,KAR,Narain Karthikeyan,hrt,HRT,23,23,22,0,54,+2 Laps,23,188.806
2012,3,Chinese Grand Prix,2012-04-15,kovalainen,KOV,Heikki Kovalainen,caterham,Caterham,20,18,23,0,53,+3 Laps,13,193.928
2012,3,Chinese Grand Prix,2012-04-15,michael_schumacher,MSC,Michael Schumacher,mercedes,Mercedes,7,2,24,0,12,Wheel nut,24,188.490
2012,4,Bahrain Grand Prix,2012-04-22,vettel,VET,Sebastian Vettel,red_bull,Red Bull,1,1,1,25,57,Finished,1,202.151
2012,4,Bahrain Grand Prix,2012-04-22,raikkonen,RAI,Kimi Räikkönen,lotus_f1,Lotus F1,9,11,2,18,57,Finished,5,200.617
2012,4,Bahrain Grand Prix,2012-04-22,grosjean,GRO,Romain Grosjean,lotus_f1,Lotus F1,10,7,3,15,57,Finished,3,201.006
2012,4,Bahrain Grand Prix,2012-04-22,webber,WEB,Mark Webber,red_bull,Red Bull,2,3,4,12,57,Finished,6,199.956
2012,4,Bahrain Grand Prix,2012-04-22,rosberg,ROS,Nico Rosberg,mercedes,Mercedes,8,5,5,10,57,Finished,10,198.646
2012,4,Bahrain Grand Prix,2012-04-22,resta,DIR,Paul di Resta,force_india,Force India,11,10,6,8,57,Finished,18,198.056
2012,4,Bahrain Grand Prix,2012-04-22,alonso,ALO,Fernando Alonso,ferrari,Ferrari,5,9,7,6,57,Finished,15,198.397
2012,4,Bahrain Grand Prix,2012-04-22,hamilton,HAM,Lewis Hamilton,mclaren,McLaren,4,2,8,4,57,Finished,7,199.351
2012,4,Bahrain Grand Prix,2012-04-22,massa,MAS,Felipe Massa,ferrari,Ferrari,6,14,9,2,57,Finished,12,198.558
2012,4,Bahrain Grand Prix,2012-04-22,michael_schumacher,MSC,Michael Schumacher,mercedes,Mercedes,7,22,10,1,57,Finished,13,198.548
2012,4,Bahrain Grand Prix,2012-04-22,perez,PER,Sergio Pérez,sauber,Sauber,15,8,11,0,57,Finished,14,198.512
2012,4,Bahrain Grand Prix,2012-04-22,hulkenberg,HUL,Nico Hülkenberg,force_india,Force India,12,13,12,0,57,Finished,17,198.177
2012,4,Bahrain Grand Prix,2012-04-22,kobayashi,KOB,Kamui Kobayashi,sauber,Sauber,14,12,13,0,57,Finished,2,201.480
2012,4,Bahrain Grand Prix,2012-04-22,vergne,VER,Jean-Éric Vergne,toro_rosso,Toro Rosso,17,17,14,0,57,Finished,4,200.737
2012,4,Bahrain Grand Prix,2012-04-22,ricciardo,RIC,Daniel Ricciardo,toro_rosso,Toro Rosso,16,6,15,0,56,+1 Lap,8,199.005
2012,4,Bahrain Grand Prix,2012-04-22,petrov,PET,Vitaly Petrov,caterham,Caterham,21,18,16,0,56,+1 Lap,16,198.191
2012,4,Bahrain Grand Prix,2012-04-22,kovalainen,KOV,Heikki Kovalainen,caterham,Caterham,20,16,17,0,56,+1 Lap,19,197.917
2012,4,Bahrain Grand Prix,2012-04-22,button,BUT,Jenson Button,mclaren,McLaren,3,4,18,0,55,Exhaust,9,198.714
2012,4,Bahrain Grand Prix,2012-04-22,glock,GLO,Timo Glock,marussia,Marussia,24,23,19,0,55,+2 Laps,23,194.204
2012,4,Bahrain Grand Prix,2012-04-22,rosa,DLR,Pedro de la Rosa,hrt,HRT,22,20,20,0,55,+2 Laps,22,194.371
2012,4,Bahrain Grand Prix,2012-04-22,karthikeyan,KAR,Narain Karthikeyan,hrt,HRT,23,24,21,0,55,+2 Laps,20,195.326
2012,4,Bahrain Grand Prix,2012-04-22,bruno_senna,SEN,Bruno Senna,williams,Williams,19,15,22,0,54,Vibrations,11,198.631
2012,4,Bahrain Grand Prix,2012-04-22,maldonado,MAL,Pastor Maldonado,williams,Williams,18,21,23,0,25,Puncture,21,195.073
2012,4,Bahrain Grand Prix,2012-04-22,pic,PIC,Charles Pic,marussia,Marussia,25,19,24,0,24,Engine,24,191.916
2012,5,Spanish Grand Prix,2012-05-13,maldonado,MAL,Pastor Maldonado,williams,Williams,18,1,1,25,66,Finished,6,190.635
2012,5,Spanish Grand Prix,2012-05-13,alonso,ALO,Fernando Alonso,ferrari,Ferrari,5,2,2,18,66,Finished,3,191.761
2012,5,Spanish Grand Prix,2012-05-13,raikkonen,RAI,Kimi Räikkönen,lotus_f1,Lotus F1,9,4,3,15,66,Finished,2,192.758
2012,5,Spanish Grand Prix,2012-05-13,grosjean,GRO,Romain Grosjean,lotus_f1,Lotus F1,10,3,4,12,66,Finished,1,194.295
2012,5,Spanish Grand Prix,2012-05-13,kobayashi,KOB,Kamui Kobayashi,sauber,Sauber,14,9,5,10,66,Finished,8,189.857
2012,5,Spanish Grand Prix,2012-05-13,vettel,VET,Sebastian Vettel,red_bull,Red Bull,1,7,6,8,66,Finished,4,190.935
2012,5,Spanish Grand Prix,2012-05-13,rosberg,ROS,Nico Rosberg,mercedes,Mercedes,8,6,7,6,66,Finished,7,190.107
2012,5,Spanish Grand Prix,2012-05-13,hamilton,HAM,Lewis Hamilton,mclaren,McLaren,4,24,8,4,66,Finished,18,188.465
2012,5,Spanish Grand Prix,2012-05-13,button,BUT,Jenson Button,mclaren,McLaren,3,10,9,2,66,Finished,14,189.090
2012,5,Spanish Grand Prix,2012-05-13,hulkenberg,HUL,Nico Hülkenberg,force_india,Force India,12,13,10,1,65,+1 Lap,17,188.478
2012,5,Spanish Grand Prix,2012-05-13,webber,WEB,Mark Webber,red_bull,Red Bull,2,11,11,0,65,+1 Lap,5,190.741
2012,5,Spanish Grand Prix,2012-05-13,vergne,VER,Jean-Éric Vergne,toro_rosso,Toro Rosso,17,14,12,0,65,+1 Lap,9,189.767
2012,5,Spanish Grand Prix,2012-05-13,ricciardo,RIC,Daniel Ricciardo,toro_rosso,Toro Rosso,16,15,13,0,65,+1 Lap,12,189.169
2012,5,Spanish Grand Prix,2012-05-13,resta,DIR,Paul di Resta,force_india,Force India,11,12,14,0,65,+1 Lap,10,189.756
2012,5,Spanish Grand Prix,2012-05-13,massa,MAS,Felipe Massa,ferrari,Ferrari,6,16,15,0,65,+1 Lap,11,189.467
2012,5,Spanish Grand Prix,2012-05-13,kovalainen,KOV,Heikki Kovalainen,caterham,Caterham,20,19,16,0,65,+1 Lap,15,188.897
2012,5,Spanish Grand Prix,2012-05-13,petrov,PET,Vitaly Petrov,caterham,Caterham,21,18,17,0,65,+1 Lap,16,188.773
2012,5,Spanish Grand Prix,2012-05-13,glock,GLO,Timo Glock,marussia,Marussia,24,21,18,0,64,+2 Laps,19,187.033
2012,5,Spanish Grand Prix,2012-05-13,rosa,DLR,Pedro de la Rosa,hrt,HRT,22,22,19,0,63,+3 Laps,20,184.718
2012,5,Spanish Grand Prix,2012-05-13,perez,PER,Sergio Pérez,sauber,Sauber,15,5,20,0,37,Wheel nut,13,189.131
2012,5,Spanish Grand Prix,2012-05-13,pic,PIC,Charles Pic,marussia,Marussia,25,20,21,0,35,Mechanical,22,183.879
2012,5,Spanish Grand Prix,2012-05-13,karthikeyan,KAR,Narain Karthikeyan,hrt,HRT,23,23,22,0,22,Mechanical,24,180.381
2012,5,Spanish Grand Prix,2012-05-13,bruno_senna,SEN,Bruno Senna,williams,Williams,19,17,23,0,12,Collision,23,182.505
2012,5,Spanish Grand Prix,2012-05-13,michael_schumacher,MSC,Michael Schumacher,mercedes,Mercedes,7,8,24,0,12,Collision,21,183.973
2012,6,Monaco Grand Prix,2012-05-27,webber,WEB,Mark Webber,red_bull,Red Bull,2,1,1,25,78,Finished,3,152.579
2012,6,Monaco Grand Prix,2012-05-27,rosberg,ROS,Nico Rosberg,mercedes,Mercedes,8,2,2,18,78,Finished,7,152.246
2012,6,Monaco Grand Prix,2012-05-27,alonso,ALO,Fernando Alonso,ferrari,Ferrari,5,5,3,15,78,Finished,5,152.478
2012,6,Monaco Grand Prix,2012-05-27,vettel,VET,Sebastian Vettel,red_bull,Red Bull,1,9,4,12,78,Finished,9,152.056
2012,6,Monaco Grand Prix,2012-05-27,hamilton,HAM,Lewis Hamilton,mclaren,McLaren,4,3,5,10,78,Finished,4,152.577
2012,6,Monaco Grand Prix,2012-05-27,massa,MAS,Felipe Massa,ferrari,Ferrari,6,7,6,8,78,Finished,10,152.008
2012,6,Monaco Grand Prix,2012-05-27,resta,DIR,Paul di Resta,force_india,Force India,11,14,7,6,78,Finished,17,150.757
2012,6,Monaco Grand Prix,2012-05-27,hulkenberg,HUL,Nico Hülkenberg,force_india,Force India,12,10,8,4,78,Finished,2,153.322
2012,6,Monaco Grand Prix,2012-05-27,raikkonen,RAI,Kimi Räikkönen,lotus_f1,Lotus F1,9,8,9,2,78,Finished,12,151.730
2012,6,Monaco Grand Prix,2012-05-27,bruno_senna,SEN,Bruno Senna,williams,Williams,19,13,10,1,78,Finished,11,151.843
2012,6,Monaco Grand Prix,2012-05-27,perez,PER,Sergio Pérez,sauber,Sauber,15,23,11,0,77,+1 Lap,1,155.557
2012,6,Monaco Grand Prix,2012-05-27,vergne,VER,Jean-Éric Vergne,toro_rosso,Toro Rosso,17,16,12,0,77,+1 Lap,8,152.177
2012,6,Monaco Grand Prix,2012-05-27,kovalainen,KOV,Heikki Kovalainen,caterham,Caterham,20,17,13,0,77,+1 Lap,13,151.617
2012,6,Monaco Grand Prix,2012-05-27,glock,GLO,Timo Glock,marussia,Marussia,24,19,14,0,77,+1 Lap,15,150.985
2012,6,Monaco Grand Prix,2012-05-27,karthikeyan,KAR,Narain Karthikeyan,hrt,HRT,23,22,15,0,76,+2 Laps,19,149.764
2012,6,Monaco Grand Prix,2012-05-27,button,BUT,Jenson Button,mclaren,McLaren,3,12,16,0,70,Collision,18,150.444
2012,6,Monaco Grand Prix,2012-05-27,ricciardo,RIC,Daniel Ricciardo,toro_rosso,Toro Rosso,16,15,17,0,65,Retired,16,150.767
2012,6,Monaco Grand Prix,2012-05-27,pic,PIC,Charles Pic,marussia,Marussia,25,21,18,0,64,Retired,14,151.047
2012,6,Monaco Grand Prix,2012-05-27,michael_schumacher,MSC,Michael Schumacher,mercedes,Mercedes,7,6,19,0,63,Fuel pressure,6,152.387
2012,6,Monaco Grand Prix,2012-05-27,petrov,PET,Vitaly Petrov,caterham,Caterham,21,18,20,0,15,Electrical,20,148.765
2012,6,Monaco Grand Prix,2012-05-27,kobayashi,KOB,Kamui Kobayashi,sauber,Sauber,14,11,21,0,5,Accident,21,140.664
2012,6,Monaco Grand Prix,2012-05-27,rosa,DLR,Pedro de la Rosa,hrt,HRT,22,20,22,0,0,Accident,,
2012,6,Monaco Grand Prix,2012-05-27,maldonado,MAL,Pastor Maldonado,williams,Williams,18,24,23,0,0,Accident,,
2012,6,Monaco Grand Prix,2012-05-27,grosjean,GRO,Romain Grosjean,lotus_f1,Lotus F1,10,4,24,0,0,Accident,,
2012,7,Canadian Grand Prix,2012-06-10,hamilton,HAM,Lewis Hamilton,mclaren,McLaren,4,2,1,25,70,Finished,6,203.837
2012,7,Canadian Grand Prix,2012-06-10,grosjean,GRO,Romain Grosjean,lotus_f1,Lotus F1,10,7,2,18,70,Finished,11,203.194
2012,7,Canadian Grand Prix,2012-06-10,perez,PER,Sergio Pérez,sauber,Sauber,15,15,3,15,70,Finished,3,205.454
2012,7,Canadian Grand Prix,2012-06-10,vettel,VET,Sebastian Vettel,red_bull,Red Bull,1,1,4,12,70,Finished,1,207.249
2012,7,Canadian Grand Prix,2012-06-10,alonso,ALO,Fernando Alonso,ferrari,Ferrari,5,3,5,10,70,Finished,15,201.742
2012,7,Canadian Grand Prix,2012-06-10,rosberg,ROS,Nico Rosberg,mercedes,Mercedes,8,5,6,8,70,Finished,7,203.732
2012,7,Canadian Grand Prix,2012-06-10,webber,WEB,Mark Webber,red_bull,Red Bull,2,4,7,6,70,Finished,8,203.544
2012,7,Canadian Grand Prix,2012-06-10,raikkonen,RAI,Kimi Räikkönen,lotus_f1,Lotus F1,9,12,8,4,70,Finished,5,204.517
2012,7,Canadian Grand Prix,2012-06-10,kobayashi,KOB,Kamui Kobayashi,sauber,Sauber,14,11,9,2,70,Finished,12,202.669
2012,7,Canadian Grand Prix,2012-06-10,massa,MAS,Felipe Massa,ferrari,Ferrari,6,6,10,1,70,Finished,2,206.080
2012,7,Canadian Grand Prix,2012-06-10,resta,DIR,Paul di Resta,force_india,Force India,11,8,11,0,70,Finished,10,203.312
2012,7,Canadian Grand Prix,2012-06-10,hulkenberg,HUL,Nico Hülkenberg,force_india,Force India,12,13,12,0,70,Finished,9,203.357
2012,7,Canadian Grand Prix,2012-06-10,maldonado,MAL,Pastor Maldonado,williams,Williams,18,22,13,0,70,Finished,13,202.604
2012,7,Canadian Grand Prix,2012-06-10,ricciardo,RIC,Daniel Ricciardo,toro_rosso,Toro Rosso,16,14,14,0,70,Finished,4,204.931
2012,7,Canadian Grand Prix,2012-06-10,vergne,VER,Jean-Éric Vergne,toro_rosso,Toro Rosso,17,19,15,0,69,+1 Lap,17,201.600
2012,7,Canadian Grand Prix,2012-06-10,button,BUT,Jenson Button,mclaren,McLaren,3,10,16,0,69,+1 Lap,16,201.682
2012,7,Canadian Grand Prix,2012-06-10,bruno_senna,SEN,Bruno Senna,williams,Williams,19,16,17,0,69,+1 Lap,14,201.750
2012,7,Canadian Grand Prix,2012-06-10,kovalainen,KOV,Heikki Kovalainen,caterham,Caterham,20,17,18,0,69,+1 Lap,19,200.947
2012,7,Canadian Grand Prix,2012-06-10,petrov,PET,Vitaly Petrov,caterham,Caterham,21,18,19,0,69,+1 Lap,18,201.037
2012,7,Canadian Grand Prix,2012-06-10,pic,PIC,Charles Pic,marussia,Marussia,25,23,20,0,69,+3 Laps,21,194.706
2012,7,Canadian Grand Prix,2012-06-10,glock,GLO,Timo Glock,marussia,Marussia,24,21,21,0,56,Suspension,22,193.745
2012,7,Canadian Grand Prix,2012-06-10,michael_schumacher,MSC,Michael Schumacher,mercedes,Mercedes,7,9,22,0,43,Rear wing,20,200.165
2012,7,Canadian Grand Prix,2012-06-10,rosa,DLR,Pedro de la Rosa,hrt,HRT,22,20,23,0,24,Brakes,23,192.550
2012,7,Canadian Grand Prix,2012-06-10,karthikeyan,KAR,Narain Karthikeyan,hrt,HRT,23,24,24,0,22,Suspension,24,191.355
2012,8,European Grand Prix,2012-06-24,alonso,ALO,Fernando Alonso,ferrari,Ferrari,5,11,1,25,57,Finished,5,188.185
2012,8,European Grand Prix,2012-06-24,raikkonen,RAI,Kimi Räikkönen,lotus_f1,Lotus F1,9,5,2,18,57,Finished,7,188.148
2012,8,European Grand Prix,2012-06-24,michael_schumacher,MSC,Michael Schumacher,mercedes,Mercedes,7,12,3,15,57,Finished,3,189.220
2012,8,European Grand Prix,2012-06-24,webber,WEB,Mark Webber,red_bull,Red Bull,2,19,4,12,57,Finished,2,189.923
2012,8,European Grand Prix,2012-06-24,hulkenberg,HUL,Nico Hülkenberg,force_india,Force India,12,8,5,10,57,Finished,13,187.174
2012,8,European Grand Prix,2012-06-24,rosberg,ROS,Nico Rosberg,mercedes,Mercedes,8,6,6,8,57,Finished,1,190.953
2012,8,European Grand Prix,2012-06-24,resta,DIR,Paul di Resta,force_india,Force India,11,10,7,6,57,Finished,11,187.398
2012,8,European Grand Prix,2012-06-24,button,BUT,Jenson Button,mclaren,McLaren,3,9,8,4,57,Finished,17,186.138
2012,8,European Grand Prix,2012-06-24,perez,PER,Sergio Pérez,sauber,Sauber,15,15,9,2,57,Finished,4,188.439
2012,8,European Grand Prix,2012-06-24,bruno_senna,SEN,Bruno Senna,williams,Williams,19,14,10,1,57,Finished,12,187.380
2012,8,European Grand Prix,2012-06-24,ricciardo,RIC,Daniel Ricciardo,toro_rosso,Toro Rosso,16,17,11,0,57,Finished,6,188.170
2012,8,European Grand Prix,2012-06-24,maldonado,MAL,Pastor Maldonado,williams,Williams,18,3,12,0,57,Finished,10,187.465
2012,8,European Grand Prix,2012-06-24,petrov,PET,Vitaly Petrov,caterham,Caterham,21,20,13,0,57,Finished,14,187.125
2012,8,European Grand Prix,2012-06-24,kovalainen,KOV,Heikki Kovalainen,caterham,Caterham,20,16,14,0,57,Finished,19,185.275
2012,8,European Grand Prix,2012-06-24,pic,PIC,Charles Pic,marussia,Marussia,25,23,15,0,57,Finished,22,182.832
2012,8,European Grand Prix,2012-06-24,massa,MAS,Felipe Massa,ferrari,Ferrari,6,13,16,0,56,+1 Lap,15,186.806
2012,8,European Grand Prix,2012-06-24,rosa,DLR,Pedro de la Rosa,hrt,HRT,22,21,17,0,56,+1 Lap,23,182.664
2012,8,European Grand Prix,2012-06-24,karthikeyan,KAR,Narain Karthikeyan,hrt,HRT,23,22,18,0,56,+1 Lap,21,183.370
2012,8,European Grand Prix,2012-06-24,hamilton,HAM,Lewis Hamilton,mclaren,McLaren,4,2,19,0,55,Collision,9,187.568
2012,8,European Grand Prix,2012-06-24,grosjean,GRO,Romain Grosjean,lotus_f1,Lotus F1,10,4,20,0,40,Electronics,8,188.007
2012,8,European Grand Prix,2012-06-24,vettel,VET,Sebastian Vettel,red_bull,Red Bull,1,1,21,0,33,Gearbox,16,186.585
2012,8,European Grand Prix,2012-06-24,kobayashi,KOB,Kamui Kobayashi,sauber,Sauber,14,7,22,0,33,Collision,18,185.649
2012,8,European Grand Prix,2012-06-24,vergne,VER,Jean-Éric Vergne,toro_rosso,Toro Rosso,17,18,23,0,26,Collision,20,184.929
2012,8,European Grand Prix,2012-06-24,glock,GLO,Timo Glock,marussia,Marussia,24,0,24,0,0,Withdrew,,
2012,9,British Grand Prix,2012-07-08,webber,WEB,Mark Webber,red_bull,Red Bull,2,2,1,25,52,Finished,4,223.393
2012,9,British Grand Prix,2012-07-08,alonso,ALO,Fernando Alonso,ferrari,Ferrari,5,1,2,18,52,Finished,7,222.336
2012,9,British Grand Prix,2012-07-08,vettel,VET,Sebastian Vettel,red_bull,Red Bull,1,4,3,15,52,Finished,3,223.480
