season,round,race_name,date,driver_id,driver_code,driver_name,constructor_id,constructor,number,grid,position,points,laps,status,fastest_lap_rank,fastest_lap_time
2014,10,German Grand Prix,2014-07-20,kobayashi,KOB,Kamui Kobayashi,caterham,Caterham,10,19,16,0,65,+2 Laps,18,198.711
2014,10,German Grand Prix,2014-07-20,chilton,CHI,Max Chilton,marussia,Marussia,4,21,17,0,65,+2 Laps,19,198.306
2014,10,German Grand Prix,2014-07-20,ericsson,ERI,Marcus Ericsson,caterham,Caterham,9,22,18,0,65,+2 Laps,20,197.842
2014,10,German Grand Prix,2014-07-20,sutil,SUT,Adrian Sutil,sauber,Sauber,99,15,19,0,47,Brakes,17,199.522
2014,10,German Grand Prix,2014-07-20,kvyat,KVY,Daniil Kvyat,toro_rosso,Toro Rosso,26,8,20,0,44,Oil leak,14,200.372
2014,10,German Grand Prix,2014-07-20,grosjean,GRO,Romain Grosjean,lotus_f1,Lotus F1,8,14,21,0,26,Water leak,21,195.709
2014,10,German Grand Prix,2014-07-20,massa,MAS,Felipe Massa,williams,Williams,19,3,22,0,0,Collision,,
2014,11,Hungarian Grand Prix,2014-07-27,ricciardo,RIC,Daniel Ricciardo,red_bull,Red Bull,3,4,1,25,70,Finished,2,182.103
2014,11,Hungarian Grand Prix,2014-07-27,alonso,ALO,Fernando Alonso,ferrari,Ferrari,14,5,2,18,70,Finished,5,180.413
2014,11,Hungarian Grand Prix,2014-07-27,hamilton,HAM,Lewis Hamilton,mercedes,Mercedes,44,22,3,15,70,Finished,4,180.494
2014,11,Hungarian Grand Prix,2014-07-27,rosberg,ROS,Nico Rosberg,mercedes,Mercedes,6,1,4,12,70,Finished,1,183.981
2014,11,Hungarian Grand Prix,2014-07-27,massa,MAS,Felipe Massa,williams,Williams,19,6,5,10,70,Finished,7,178.757
2014,11,Hungarian Grand Prix,2014-07-27,raikkonen,RAI,Kimi Räikkönen,ferrari,Ferrari,7,16,6,8,70,Finished,6,179.257
2014,11,Hungarian Grand Prix,2014-07-27,vettel,VET,Sebastian Vettel,red_bull,Red Bull,1,2,7,6,70,Finished,9,177.716
2014,11,Hungarian Grand Prix,2014-07-27,bottas,BOT,Valtteri Bottas,williams,Williams,77,3,8,4,70,Finished,3,181.595
2014,11,Hungarian Grand Prix,2014-07-27,vergne,VER,Jean-Éric Vergne,toro_rosso,Toro Rosso,25,8,9,2,70,Finished,11,176.970
2014,11,Hungarian Grand Prix,2014-07-27,button,BUT,Jenson Button,mclaren,McLaren,22,7,10,1,70,Finished,13,176.898
2014,11,Hungarian Grand Prix,2014-07-27,sutil,SUT,Adrian Sutil,sauber,Sauber,99,11,11,0,70,Finished,8,177.800
2014,11,Hungarian Grand Prix,2014-07-27,kevin_magnussen,MAG,Kevin Magnussen,mclaren,McLaren,20,21,12,0,70,Finished,10,177.442
2014,11,Hungarian Grand Prix,2014-07-27,maldonado,MAL,Pastor Maldonado,lotus_f1,Lotus F1,13,20,13,0,70,Finished,12,176.954
2014,11,Hungarian Grand Prix,2014-07-27,kvyat,KVY,Daniil Kvyat,toro_rosso,Toro Rosso,26,10,14,0,69,+1 Lap,14,176.414
2014,11,Hungarian Grand Prix,2014-07-27,jules_bianchi,BIA,Jules Bianchi,marussia,Marussia,17,15,15,0,69,+1 Lap,16,175.468
2014,11,Hungarian Grand Prix,2014-07-27,chilton,CHI,Max Chilton,marussia,Marussia,4,18,16,0,69,+1 Lap,15,176.220
2014,11,Hungarian Grand Prix,2014-07-27,gutierrez,GUT,Esteban Gutiérrez,sauber,Sauber,21,13,17,0,33,Retired,18,174.300
2014,11,Hungarian Grand Prix,2014-07-27,kobayashi,KOB,Kamui Kobayashi,caterham,Caterham,10,17,18,0,26,Retired,19,169.791
2014,11,Hungarian Grand Prix,2014-07-27,perez,PER,Sergio Pérez,force_india,Force India,11,12,19,0,23,Accident,17,174.696
2014,11,Hungarian Grand Prix,2014-07-27,hulkenberg,HUL,Nico Hülkenberg,force_india,Force India,27,9,20,0,16,Accident,20,155.921
2014,11,Hungarian Grand Prix,2014-07-27,grosjean,GRO,Romain Grosjean,lotus_f1,Lotus F1,8,14,21,0,11,Accident,21,148.352
2014,11,Hungarian Grand Prix,2014-07-27,ericsson,ERI,Marcus Ericsson,caterham,Caterham,9,19,22,0,8,Accident,22,145.415
2014,12,Belgian Grand Prix,2014-08-24,ricciardo,RIC,Daniel Ricciardo,red_bull,Red Bull,3,5,1,25,44,Finished,6,223.187
2014,12,Belgian Grand Prix,2014-08-24,rosberg,ROS,Nico Rosberg,mercedes,Mercedes,6,1,2,18,44,Finished,1,228.161
2014,12,Belgian Grand Prix,2014-08-24,bottas,BOT,Valtteri Bottas,williams,Williams,77,6,3,15,44,Finished,4,223.698
2014,12,Belgian Grand Prix,2014-08-24,raikkonen,RAI,Kimi Räikkönen,ferrari,Ferrari,7,8,4,12,44,Finished,13,221.004
2014,12,Belgian Grand Prix,2014-08-24,vettel,VET,Sebastian Vettel,red_bull,Red Bull,1,3,5,10,44,Finished,5,223.229
2014,12,Belgian Grand Prix,2014-08-24,button,BUT,Jenson Button,mclaren,McLaren,22,10,6,8,44,Finished,8,222.186
2014,12,Belgian Grand Prix,2014-08-24,alonso,ALO,Fernando Alonso,ferrari,Ferrari,14,4,7,6,44,Finished,11,221.413
2014,12,Belgian Grand Prix,2014-08-24,perez,PER,Sergio Pérez,force_india,Force India,11,13,8,4,44,Finished,16,220.151
2014,12,Belgian Grand Prix,2014-08-24,kvyat,KVY,Daniil Kvyat,toro_rosso,Toro Rosso,26,11,9,2,44,Finished,14,220.870
2014,12,Belgian Grand Prix,2014-08-24,hulkenberg,HUL,Nico Hülkenberg,force_india,Force India,27,18,10,1,44,Finished,9,221.934
2014,12,Belgian Grand Prix,2014-08-24,vergne,VER,Jean-Éric Vergne,toro_rosso,Toro Rosso,25,12,11,0,44,Finished,7,222.592
2014,12,Belgian Grand Prix,2014-08-24,kevin_magnussen,MAG,Kevin Magnussen,mclaren,McLaren,20,7,12,0,44,Finished,15,220.785
2014,12,Belgian Grand Prix,2014-08-24,massa,MAS,Felipe Massa,williams,Williams,19,9,13,0,44,Finished,3,224.104
2014,12,Belgian Grand Prix,2014-08-24,sutil,SUT,Adrian Sutil,sauber,Sauber,99,14,14,0,44,Finished,2,224.301
2014,12,Belgian Grand Prix,2014-08-24,gutierrez,GUT,Esteban Gutiérrez,sauber,Sauber,21,20,15,0,44,Finished,12,221.178
2014,12,Belgian Grand Prix,2014-08-24,chilton,CHI,Max Chilton,marussia,Marussia,4,19,16,0,43,+1 Lap,17,218.785
2014,12,Belgian Grand Prix,2014-08-24,ericsson,ERI,Marcus Ericsson,caterham,Caterham,9,22,17,0,43,+1 Lap,19,217.553
2014,12,Belgian Grand Prix,2014-08-24,jules_bianchi,BIA,Jules Bianchi,marussia,Marussia,17,16,18,0,39,Gearbox,20,216.717
2014,12,Belgian Grand Prix,2014-08-24,hamilton,HAM,Lewis Hamilton,mercedes,Mercedes,44,2,19,0,38,Retired,10,221.748
2014,12,Belgian Grand Prix,2014-08-24,grosjean,GRO,Romain Grosjean,lotus_f1,Lotus F1,8,15,20,0,33,Retired,18,218.025
2014,12,Belgian Grand Prix,2014-08-24,maldonado,MAL,Pastor Maldonado,lotus_f1,Lotus F1,13,17,21,0,1,Mechanical,,
2014,12,Belgian Grand Prix,2014-08-24,lotterer,LOT,André Lotterer,caterham,Caterham,45,21,22,0,1,Power Unit,,
2014,13,Italian Grand Prix,2014-09-07,hamilton,HAM,Lewis Hamilton,mercedes,Mercedes,44,1,1,25,53,Finished,1,236.975
2014,13,Italian Grand Prix,2014-09-07,rosberg,ROS,Nico Rosberg,mercedes,Mercedes,6,2,2,18,53,Finished,2,236.432
2014,13,Italian Grand Prix,2014-09-07,massa,MAS,Felipe Massa,williams,Williams,19,4,3,15,53,Finished,3,236.068
2014,13,Italian Grand Prix,2014-09-07,bottas,BOT,Valtteri Bottas,williams,Williams,77,3,4,12,53,Finished,5,235.490
2014,13,Italian Grand Prix,2014-09-07,ricciardo,RIC,Daniel Ricciardo,red_bull,Red Bull,3,9,5,10,53,Finished,6,235.413
2014,13,Italian Grand Prix,2014-09-07,vettel,VET,Sebastian Vettel,red_bull,Red Bull,1,8,6,8,53,Finished,10,233.952
2014,13,Italian Grand Prix,2014-09-07,perez,PER,Sergio Pérez,force_india,Force India,11,10,7,6,53,Finished,8,234.042
2014,13,Italian Grand Prix,2014-09-07,button,BUT,Jenson Button,mclaren,McLaren,22,6,8,4,53,Finished,11,233.680
2014,13,Italian Grand Prix,2014-09-07,raikkonen,RAI,Kimi Räikkönen,ferrari,Ferrari,7,11,9,2,53,Finished,7,234.476
2014,13,Italian Grand Prix,2014-09-07,kevin_magnussen,MAG,Kevin Magnussen,mclaren,McLaren,20,5,10,1,53,Finished,12,233.580
2014,13,Italian Grand Prix,2014-09-07,kvyat,KVY,Daniil Kvyat,toro_rosso,Toro Rosso,26,21,11,0,53,Finished,4,235.684
2014,13,Italian Grand Prix,2014-09-07,hulkenberg,HUL,Nico Hülkenberg,force_india,Force India,27,13,12,0,53,Finished,13,233.363
2014,13,Italian Grand Prix,2014-09-07,vergne,VER,Jean-Éric Vergne,toro_rosso,Toro Rosso,25,12,13,0,53,Finished,9,234.005
2014,13,Italian Grand Prix,2014-09-07,maldonado,MAL,Pastor Maldonado,lotus_f1,Lotus F1,13,16,14,0,52,+1 Lap,17,232.091
2014,13,Italian Grand Prix,2014-09-07,sutil,SUT,Adrian Sutil,sauber,Sauber,99,14,15,0,52,+1 Lap,14,233.340
2014,13,Italian Grand Prix,2014-09-07,grosjean,GRO,Romain Grosjean,lotus_f1,Lotus F1,8,17,16,0,52,+1 Lap,18,231.506
2014,13,Italian Grand Prix,2014-09-07,kobayashi,KOB,Kamui Kobayashi,caterham,Caterham,10,18,17,0,52,+1 Lap,21,229.784
2014,13,Italian Grand Prix,2014-09-07,jules_bianchi,BIA,Jules Bianchi,marussia,Marussia,17,19,18,0,52,+1 Lap,20,230.386
2014,13,Italian Grand Prix,2014-09-07,gutierrez,GUT,Esteban Gutiérrez,sauber,Sauber,21,15,19,0,51,+2 Laps,15,233.147
2014,13,Italian Grand Prix,2014-09-07,ericsson,ERI,Marcus Ericsson,caterham,Caterham,9,22,20,0,51,+2 Laps,19,231.001
2014,13,Italian Grand Prix,2014-09-07,alonso,ALO,Fernando Alonso,ferrari,Ferrari,14,7,21,0,28,Engine,16,232.546
2014,13,Italian Grand Prix,2014-09-07,chilton,CHI,Max Chilton,marussia,Marussia,4,20,22,0,5,Accident,22,225.289
2014,14,Singapore Grand Prix,2014-09-21,hamilton,HAM,Lewis Hamilton,mercedes,Mercedes,44,1,1,25,60,Finished,1,165.137
2014,14,Singapore Grand Prix,2014-09-21,vettel,VET,Sebastian Vettel,red_bull,Red Bull,1,4,2,18,60,Finished,8,162.052
2014,14,Singapore Grand Prix,2014-09-21,ricciardo,RIC,Daniel Ricciardo,red_bull,Red Bull,3,3,3,15,60,Finished,9,161.980
2014,14,Singapore Grand Prix,2014-09-21,alonso,ALO,Fernando Alonso,ferrari,Ferrari,14,5,4,12,60,Finished,6,162.636
2014,14,Singapore Grand Prix,2014-09-21,massa,MAS,Felipe Massa,williams,Williams,19,6,5,10,60,Finished,13,160.959
2014,14,Singapore Grand Prix,2014-09-21,vergne,VER,Jean-Éric Vergne,toro_rosso,Toro Rosso,25,12,6,8,60,Finished,4,162.895
2014,14,Singapore Grand Prix,2014-09-21,perez,PER,Sergio Pérez,force_india,Force India,11,15,7,6,60,Finished,5,162.793
2014,14,Singapore Grand Prix,2014-09-21,raikkonen,RAI,Kimi Räikkönen,ferrari,Ferrari,7,7,8,4,60,Finished,11,161.545
2014,14,Singapore Grand Prix,2014-09-21,hulkenberg,HUL,Nico Hülkenberg,force_india,Force India,27,13,9,2,60,Finished,10,161.703
2014,14,Singapore Grand Prix,2014-09-21,kevin_magnussen,MAG,Kevin Magnussen,mclaren,McLaren,20,9,10,1,60,Finished,2,163.330
2014,14,Singapore Grand Prix,2014-09-21,bottas,BOT,Valtteri Bottas,williams,Williams,77,8,11,0,60,Finished,7,162.058
2014,14,Singapore Grand Prix,2014-09-21,maldonado,MAL,Pastor Maldonado,lotus_f1,Lotus F1,13,18,12,0,60,Finished,12,161.059
2014,14,Singapore Grand Prix,2014-09-21,grosjean,GRO,Romain Grosjean,lotus_f1,Lotus F1,8,16,13,0,60,Finished,15,160.591
2014,14,Singapore Grand Prix,2014-09-21,kvyat,KVY,Daniil Kvyat,toro_rosso,Toro Rosso,26,10,14,0,60,Finished,3,163.151
2014,14,Singapore Grand Prix,2014-09-21,ericsson,ERI,Marcus Ericsson,caterham,Caterham,9,22,15,0,60,Finished,19,157.985
2014,14,Singapore Grand Prix,2014-09-21,jules_bianchi,BIA,Jules Bianchi,marussia,Marussia,17,19,16,0,60,Finished,14,160.598
2014,14,Singapore Grand Prix,2014-09-21,chilton,CHI,Max Chilton,marussia,Marussia,4,21,17,0,59,+1 Lap,17,160.218
2014,14,Singapore Grand Prix,2014-09-21,button,BUT,Jenson Button,mclaren,McLaren,22,11,18,0,52,Retired,16,160.359
2014,14,Singapore Grand Prix,2014-09-21,sutil,SUT,Adrian Sutil,sauber,Sauber,99,17,19,0,40,Water pressure,18,160.020
2014,14,Singapore Grand Prix,2014-09-21,gutierrez,GUT,Esteban Gutiérrez,sauber,Sauber,21,14,20,0,17,Electrical,20,157.619
2014,14,Singapore Grand Prix,2014-09-21,rosberg,ROS,Nico Rosberg,mercedes,Mercedes,6,2,21,0,13,Electrical,21,156.154
2014,14,Singapore Grand Prix,2014-09-21,kobayashi,KOB,Kamui Kobayashi,caterham,Caterham,10,20,22,0,0,Power Unit,,
2014,15,Japanese Grand Prix,2014-10-05,hamilton,HAM,Lewis Hamilton,mercedes,Mercedes,44,2,1,25,44,Finished,1,187.322
2014,15,Japanese Grand Prix,2014-10-05,rosberg,ROS,Nico Rosberg,mercedes,Mercedes,6,1,2,18,44,Finished,6,185.739
2014,15,Japanese Grand Prix,2014-10-05,vettel,VET,Sebastian Vettel,red_bull,Red Bull,1,9,3,15,44,Finished,3,186.795
2014,15,Japanese Grand Prix,2014-10-05,ricciardo,RIC,Daniel Ricciardo,red_bull,Red Bull,3,6,4,12,44,Finished,4,186.269
2014,15,Japanese Grand Prix,2014-10-05,button,BUT,Jenson Button,mclaren,McLaren,22,8,5,10,44,Finished,2,187.119
2014,15,Japanese Grand Prix,2014-10-05,bottas,BOT,Valtteri Bottas,williams,Williams,77,3,6,8,44,Finished,13,183.213
2014,15,Japanese Grand Prix,2014-10-05,massa,MAS,Felipe Massa,williams,Williams,19,4,7,6,44,Finished,8,184.267
2014,15,Japanese Grand Prix,2014-10-05,hulkenberg,HUL,Nico Hülkenberg,force_india,Force India,27,13,8,4,44,Finished,7,185.306
2014,15,Japanese Grand Prix,2014-10-05,vergne,VER,Jean-Éric Vergne,toro_rosso,Toro Rosso,25,20,9,2,44,Finished,11,184.086
2014,15,Japanese Grand Prix,2014-10-05,perez,PER,Sergio Pérez,force_india,Force India,11,11,10,1,43,+1 Lap,10,184.095
2014,15,Japanese Grand Prix,2014-10-05,kvyat,KVY,Daniil Kvyat,toro_rosso,Toro Rosso,26,12,11,0,43,+1 Lap,12,183.345
2014,15,Japanese Grand Prix,2014-10-05,raikkonen,RAI,Kimi Räikkönen,ferrari,Ferrari,7,10,12,0,43,+1 Lap,5,185.946
2014,15,Japanese Grand Prix,2014-10-05,gutierrez,GUT,Esteban Gutiérrez,sauber,Sauber,21,15,13,0,43,+1 Lap,17,181.198
2014,15,Japanese Grand Prix,2014-10-05,kevin_magnussen,MAG,Kevin Magnussen,mclaren,McLaren,20,7,14,0,43,+1 Lap,9,184.170
2014,15,Japanese Grand Prix,2014-10-05,grosjean,GRO,Romain Grosjean,lotus_f1,Lotus F1,8,16,15,0,43,+1 Lap,16,181.308
2014,15,Japanese Grand Prix,2014-10-05,maldonado,MAL,Pastor Maldonado,lotus_f1,Lotus F1,13,22,16,0,43,+1 Lap,15,182.256
2014,15,Japanese Grand Prix,2014-10-05,ericsson,ERI,Marcus Ericsson,caterham,Caterham,9,17,17,0,43,+1 Lap,14,182.309
2014,15,Japanese Grand Prix,2014-10-05,chilton,CHI,Max Chilton,marussia,Marussia,4,21,18,0,43,+1 Lap,21,179.486
2014,15,Japanese Grand Prix,2014-10-05,kobayashi,KOB,Kamui Kobayashi,caterham,Caterham,10,19,19,0,43,+1 Lap,18,180.776
2014,15,Japanese Grand Prix,2014-10-05,jules_bianchi,BIA,Jules Bianchi,marussia,Marussia,17,18,20,0,41,Accident,20,180.240
2014,15,Japanese Grand Prix,2014-10-05,sutil,SUT,Adrian Sutil,sauber,Sauber,99,14,21,0,40,Accident,19,180.601
2014,15,Japanese Grand Prix,2014-10-05,alonso,ALO,Fernando Alonso,ferrari,Ferrari,14,5,22,0,2,Electronics,,
2014,16,Russian Grand Prix,2014-10-12,hamilton,HAM,Lewis Hamilton,mercedes,Mercedes,44,1,1,25,53,Finished,3,207.200
2014,16,Russian Grand Prix,2014-10-12,rosberg,ROS,Nico Rosberg,mercedes,Mercedes,6,2,2,18,53,Finished,2,207.703
2014,16,Russian Grand Prix,2014-10-12,bottas,BOT,Valtteri Bottas,williams,Williams,77,3,3,15,53,Finished,1,208.658
2014,16,Russian Grand Prix,2014-10-12,button,BUT,Jenson Button,mclaren,McLaren,22,4,4,12,53,Finished,4,206.472
2014,16,Russian Grand Prix,2014-10-12,kevin_magnussen,MAG,Kevin Magnussen,mclaren,McLaren,20,11,5,10,53,Finished,14,204.245
2014,16,Russian Grand Prix,2014-10-12,alonso,ALO,Fernando Alonso,ferrari,Ferrari,14,7,6,8,53,Finished,6,206.038
2014,16,Russian Grand Prix,2014-10-12,ricciardo,RIC,Daniel Ricciardo,red_bull,Red Bull,3,6,7,6,53,Finished,13,204.296
2014,16,Russian Grand Prix,2014-10-12,vettel,VET,Sebastian Vettel,red_bull,Red Bull,1,10,8,4,53,Finished,8,205.133
2014,16,Russian Grand Prix,2014-10-12,raikkonen,RAI,Kimi Räikkönen,ferrari,Ferrari,7,8,9,2,53,Finished,11,204.556
2014,16,Russian Grand Prix,2014-10-12,perez,PER,Sergio Pérez,force_india,Force India,11,12,10,1,53,Finished,12,204.547
2014,16,Russian Grand Prix,2014-10-12,massa,MAS,Felipe Massa,williams,Williams,19,18,11,0,53,Finished,10,204.636
2014,16,Russian Grand Prix,2014-10-12,hulkenberg,HUL,Nico Hülkenberg,force_india,Force India,27,17,12,0,53,Finished,9,205.023
2014,16,Russian Grand Prix,2014-10-12,vergne,VER,Jean-Éric Vergne,toro_rosso,Toro Rosso,25,9,13,0,53,Finished,7,205.293
2014,16,Russian Grand Prix,2014-10-12,kvyat,KVY,Daniil Kvyat,toro_rosso,Toro Rosso,26,5,14,0,52,+1 Lap,5,206.355
2014,16,Russian Grand Prix,2014-10-12,gutierrez,GUT,Esteban Gutiérrez,sauber,Sauber,21,13,15,0,52,+1 Lap,18,202.284
2014,16,Russian Grand Prix,2014-10-12,sutil,SUT,Adrian Sutil,sauber,Sauber,99,14,16,0,52,+1 Lap,15,202.777
2014,16,Russian Grand Prix,2014-10-12,grosjean,GRO,Romain Grosjean,lotus_f1,Lotus F1,8,15,17,0,52,+1 Lap,19,201.537
2014,16,Russian Grand Prix,2014-10-12,maldonado,MAL,Pastor Maldonado,lotus_f1,Lotus F1,13,21,18,0,52,+1 Lap,17,202.372
2014,16,Russian Grand Prix,2014-10-12,ericsson,ERI,Marcus Ericsson,caterham,Caterham,9,16,19,0,51,+2 Laps,16,202.471
2014,16,Russian Grand Prix,2014-10-12,kobayashi,KOB,Kamui Kobayashi,caterham,Caterham,10,19,20,0,21,Brakes,20,196.009
2014,16,Russian Grand Prix,2014-10-12,chilton,CHI,Max Chilton,marussia,Marussia,4,20,21,0,9,Suspension,21,194.450
2014,17,United States Grand Prix,2014-11-02,hamilton,HAM,Lewis Hamilton,mercedes,Mercedes,44,2,1,25,56,Finished,4,194.712
2014,17,United States Grand Prix,2014-11-02,rosberg,ROS,Nico Rosberg,mercedes,Mercedes,6,1,2,18,56,Finished,5,194.706
2014,17,United States Grand Prix,2014-11-02,ricciardo,RIC,Daniel Ricciardo,red_bull,Red Bull,3,5,3,15,56,Finished,7,193.004
2014,17,United States Grand Prix,2014-11-02,massa,MAS,Felipe Massa,williams,Williams,19,4,4,12,56,Finished,9,192.741
2014,17,United States Grand Prix,2014-11-02,bottas,BOT,Valtteri Bottas,williams,Williams,77,3,5,10,56,Finished,6,193.617
2014,17,United States Grand Prix,2014-11-02,alonso,ALO,Fernando Alonso,ferrari,Ferrari,14,6,6,8,56,Finished,2,195.585
2014,17,United States Grand Prix,2014-11-02,vettel,VET,Sebastian Vettel,red_bull,Red Bull,1,18,7,6,56,Finished,1,195.768
2014,17,United States Grand Prix,2014-11-02,kevin_magnussen,MAG,Kevin Magnussen,mclaren,McLaren,20,7,8,4,56,Finished,14,190.309
2014,17,United States Grand Prix,2014-11-02,maldonado,MAL,Pastor Maldonado,lotus_f1,Lotus F1,13,10,9,2,56,Finished,11,191.187
2014,17,United States Grand Prix,2014-11-02,vergne,VER,Jean-Éric Vergne,toro_rosso,Toro Rosso,25,14,10,1,56,Finished,12,190.504
2014,17,United States Grand Prix,2014-11-02,grosjean,GRO,Romain Grosjean,lotus_f1,Lotus F1,8,16,11,0,55,+1 Lap,15,190.030
2014,17,United States Grand Prix,2014-11-02,button,BUT,Jenson Button,mclaren,McLaren,22,12,12,0,55,+1 Lap,13,190.367
2014,17,United States Grand Prix,2014-11-02,raikkonen,RAI,Kimi Räikkönen,ferrari,Ferrari,7,8,13,0,55,+1 Lap,8,192.897
2014,17,United States Grand Prix,2014-11-02,gutierrez,GUT,Esteban Gutiérrez,sauber,Sauber,21,15,14,0,55,+1 Lap,10,192.676
2014,17,United States Grand Prix,2014-11-02,kvyat,KVY,Daniil Kvyat,toro_rosso,Toro Rosso,26,17,15,0,55,+1 Lap,3,195.171
2014,17,United States Grand Prix,2014-11-02,hulkenberg,HUL,Nico Hülkenberg,force_india,Force India,27,13,16,0,16,Engine,16,186.835
2014,17,United States Grand Prix,2014-11-02,perez,PER,Sergio Pérez,force_india,Force India,11,11,17,0,1,Collision damage,,
2014,17,United States Grand Prix,2014-11-02,sutil,SUT,Adrian Sutil,sauber,Sauber,99,9,18,0,0,Collision,,
2014,18,Brazilian Grand Prix,2014-11-09,rosberg,ROS,Nico Rosberg,mercedes,Mercedes,6,1,1,25,71,Finished,2,210.711
2014,18,Brazilian Grand Prix,2014-11-09,hamilton,HAM,Lewis Hamilton,mercedes,Mercedes,44,2,2,18,71,Finished,1,210.895
2014,18,Brazilian Grand Prix,2014-11-09,massa,MAS,Felipe Massa,williams,Williams,19,3,3,15,71,Finished,7,209.341
2014,18,Brazilian Grand Prix,2014-11-09,button,BUT,Jenson Button,mclaren,McLaren,22,5,4,12,71,Finished,4,209.629
2014,18,Brazilian Grand Prix,2014-11-09,vettel,VET,Sebastian Vettel,red_bull,Red Bull,1,6,5,10,71,Finished,5,209.576
2014,18,Brazilian Grand Prix,2014-11-09,alonso,ALO,Fernando Alonso,ferrari,Ferrari,14,8,6,8,71,Finished,10,208.744
2014,18,Brazilian Grand Prix,2014-11-09,raikkonen,RAI,Kimi Räikkönen,ferrari,Ferrari,7,10,7,6,71,Finished,17,206.934
2014,18,Brazilian Grand Prix,2014-11-09,hulkenberg,HUL,Nico Hülkenberg,force_india,Force India,27,12,8,4,71,Finished,3,210.400
2014,18,Brazilian Grand Prix,2014-11-09,kevin_magnussen,MAG,Kevin Magnussen,mclaren,McLaren,20,7,9,2,71,Finished,11,208.097
2014,18,Brazilian Grand Prix,2014-11-09,bottas,BOT,Valtteri Bottas,williams,Williams,77,4,10,1,70,+1 Lap,9,208.980
2014,18,Brazilian Grand Prix,2014-11-09,kvyat,KVY,Daniil Kvyat,toro_rosso,Toro Rosso,26,17,11,0,70,+1 Lap,8,209.219
2014,18,Brazilian Grand Prix,2014-11-09,maldonado,MAL,Pastor Maldonado,lotus_f1,Lotus F1,13,16,12,0,70,+1 Lap,14,207.357
2014,18,Brazilian Grand Prix,2014-11-09,vergne,VER,Jean-Éric Vergne,toro_rosso,Toro Rosso,25,15,13,0,70,+1 Lap,13,207.457
2014,18,Brazilian Grand Prix,2014-11-09,gutierrez,GUT,Esteban Gutiérrez,sauber,Sauber,21,11,14,0,70,+1 Lap,16,207.177
2014,18,Brazilian Grand Prix,2014-11-09,perez,PER,Sergio Pérez,force_india,Force India,11,18,15,0,70,+1 Lap,12,208.080
2014,18,Brazilian Grand Prix,2014-11-09,sutil,SUT,Adrian Sutil,sauber,Sauber,99,13,16,0,70,+1 Lap,15,207.290
2014,18,Brazilian Grand Prix,2014-11-09,grosjean,GRO,Romain Grosjean,lotus_f1,Lotus F1,8,14,17,0,63,+8 Laps,6,209.428
2014,18,Brazilian Grand Prix,2014-11-09,ricciardo,RIC,Daniel Ricciardo,red_bull,Red Bull,3,9,18,0,39,Suspension,18,205.770
2014,19,Abu Dhabi Grand Prix,2014-11-23,hamilton,HAM,Lewis Hamilton,mercedes,Mercedes,44,2,1,50,55,Finished,4,189.342
2014,19,Abu Dhabi Grand Prix,2014-11-23,massa,MAS,Felipe Massa,williams,Williams,19,4,2,36,55,Finished,2,190.738
2014,19,Abu Dhabi Grand Prix,2014-11-23,bottas,BOT,Valtteri Bottas,williams,Williams,77,3,3,30,55,Finished,6,189.113
2014,19,Abu Dhabi Grand Prix,2014-11-23,ricciardo,RIC,Daniel Ricciardo,red_bull,Red Bull,3,20,4,24,55,Finished,1,191.341
2014,19,Abu Dhabi Grand Prix,2014-11-23,button,BUT,Jenson Button,mclaren,McLaren,22,6,5,20,55,Finished,9,187.320
2014,19,Abu Dhabi Grand Prix,2014-11-23,hulkenberg,HUL,Nico Hülkenberg,force_india,Force India,27,12,6,16,55,Finished,7,189.024
2014,19,Abu Dhabi Grand Prix,2014-11-23,perez,PER,Sergio Pérez,force_india,Force India,11,11,7,12,55,Finished,8,188.968
2014,19,Abu Dhabi Grand Prix,2014-11-23,vettel,VET,Sebastian Vettel,red_bull,Red Bull,1,19,8,8,55,Finished,3,189.427
2014,19,Abu Dhabi Grand Prix,2014-11-23,alonso,ALO,Fernando Alonso,ferrari,Ferrari,14,8,9,4,55,Finished,12,186.126
2014,19,Abu Dhabi Grand Prix,2014-11-23,raikkonen,RAI,Kimi Räikkönen,ferrari,Ferrari,7,7,10,2,55,Finished,16,185.586
2014,19,Abu Dhabi Grand Prix,2014-11-23,kevin_magnussen,MAG,Kevin Magnussen,mclaren,McLaren,20,9,11,0,55,Finished,10,187.171
2014,19,Abu Dhabi Grand Prix,2014-11-23,vergne,VER,Jean-Éric Vergne,toro_rosso,Toro Rosso,25,10,12,0,55,Finished,5,189.186
2014,19,Abu Dhabi Grand Prix,2014-11-23,grosjean,GRO,Romain Grosjean,lotus_f1,Lotus F1,8,18,13,0,54,+1 Lap,17,185.310
2014,19,Abu Dhabi Grand Prix,2014-11-23,rosberg,ROS,Nico Rosberg,mercedes,Mercedes,6,1,14,0,54,+1 Lap,11,187.092
2014,19,Abu Dhabi Grand Prix,2014-11-23,gutierrez,GUT,Esteban Gutiérrez,sauber,Sauber,21,14,15,0,54,+1 Lap,15,185.652
2014,19,Abu Dhabi Grand Prix,2014-11-23,sutil,SUT,Adrian Sutil,sauber,Sauber,99,13,16,0,54,+1 Lap,14,185.980
2014,19,Abu Dhabi Grand Prix,2014-11-23,stevens,STE,Will Stevens,caterham,Caterham,46,17,17,0,54,+1 Lap,18,184.453
