season,round,race_name,driver_id,driver_code,driver_name,constructor_id,constructor,qualifying_position,Q1,Q2,Q3
2018,16,Russian Grand Prix,vettel,VET,Sebastian Vettel,ferrari,Ferrari,3,1:33.476,1:33.045,1:31.943
2018,16,Russian Grand Prix,raikkonen,RAI,Kimi Räikkönen,ferrari,Ferrari,4,1:33.341,1:33.065,1:32.237
2018,16,Russian Grand Prix,kevin_magnussen,MAG,Kevin Magnussen,haas,Haas F1 Team,5,1:34.078,1:33.747,1:33.181
2018,16,Russian Grand Prix,ocon,OCO,Esteban Ocon,force_india,Force India,6,1:34.290,1:33.596,1:33.413
2018,16,Russian Grand Prix,leclerc,LEC,Charles Leclerc,sauber,Sauber,7,1:33.924,1:33.488,1:33.419
2018,16,Russian Grand Prix,perez,PER,Sergio Pérez,force_india,Force India,8,1:34.084,1:33.923,1:33.563
2018,16,Russian Grand Prix,grosjean,GRO,Romain Grosjean,haas,Haas F1 Team,9,1:34.022,1:33.517,1:33.704
2018,16,Russian Grand Prix,ericsson,ERI,Marcus Ericsson,sauber,Sauber,10,1:34.170,1:33.995,1:35.196
2018,16,Russian Grand Prix,max_verstappen,VER,Max Verstappen,red_bull,Red Bull,11,1:33.048,,
2018,16,Russian Grand Prix,ricciardo,RIC,Daniel Ricciardo,red_bull,Red Bull,12,1:33.247,,
2018,16,Russian Grand Prix,gasly,GAS,Pierre Gasly,toro_rosso,Toro Rosso,13,1:34.383,,
2018,16,Russian Grand Prix,sainz,SAI,Carlos Sainz,renault,Renault,14,1:34.626,,
2018,16,Russian Grand Prix,hulkenberg,HUL,Nico Hülkenberg,renault,Renault,15,1:34.655,,
2018,16,Russian Grand Prix,brendon_hartley,HAR,Brendon Hartley,toro_rosso,Toro Rosso,16,1:35.037,,
2018,16,Russian Grand Prix,alonso,ALO,Fernando Alonso,mclaren,McLaren,17,1:35.504,,
2018,16,Russian Grand Prix,sirotkin,SIR,Sergey Sirotkin,williams,Williams,18,1:35.612,,
2018,16,Russian Grand Prix,vandoorne,VAN,Stoffel Vandoorne,mclaren,McLaren,19,1:35.977,,
2018,16,Russian Grand Prix,stroll,STR,Lance Stroll,williams,Williams,20,1:36.437,,
2018,17,Japanese Grand Prix,hamilton,HAM,Lewis Hamilton,mercedes,Mercedes,1,1:28.702,1:28.017,1:27.760
2018,17,Japanese Grand Prix,bottas,BOT,Valtteri Bottas,mercedes,Mercedes,2,1:29.297,1:27.987,1:28.059
2018,17,Japanese Grand Prix,max_verstappen,VER,Max Verstappen,red_bull,Red Bull,3,1:29.480,1:28.849,1:29.057
2018,17,Japanese Grand Prix,raikkonen,RAI,Kimi Räikkönen,ferrari,Ferrari,4,1:29.631,1:28.595,1:29.521
2018,17,Japanese Grand Prix,grosjean,GRO,Romain Grosjean,haas,Haas F1 Team,5,1:29.724,1:29.678,1:29.761
2018,17,Japanese Grand Prix,brendon_hartley,HAR,Brendon Hartley,toro_rosso,Toro Rosso,6,1:30.248,1:29.848,1:30.023
2018,17,Japanese Grand Prix,gasly,GAS,Pierre Gasly,toro_rosso,Toro Rosso,7,1:30.137,1:29.810,1:30.093
2018,17,Japanese Grand Prix,ocon,OCO,Esteban Ocon,force_india,Force India,8,1:29.899,1:29.538,1:30.126
2018,17,Japanese Grand Prix,vettel,VET,Sebastian Vettel,ferrari,Ferrari,9,1:29.049,1:28.279,1:32.192
2018,17,Japanese Grand Prix,perez,PER,Sergio Pérez,force_india,Force India,10,1:30.247,1:29.567,1:37.229
2018,17,Japanese Grand Prix,leclerc,LEC,Charles Leclerc,sauber,Sauber,11,1:29.706,1:29.864,
2018,17,Japanese Grand Prix,kevin_magnussen,MAG,Kevin Magnussen,haas,Haas F1 Team,12,1:30.219,1:30.226,
2018,17,Japanese Grand Prix,sainz,SAI,Carlos Sainz,renault,Renault,13,1:30.236,1:30.490,
2018,17,Japanese Grand Prix,stroll,STR,Lance Stroll,williams,Williams,14,1:30.317,1:30.714,
2018,17,Japanese Grand Prix,ricciardo,RIC,Daniel Ricciardo,red_bull,Red Bull,15,1:29.806,,
2018,17,Japanese Grand Prix,hulkenberg,HUL,Nico Hülkenberg,renault,Renault,16,1:30.361,,
2018,17,Japanese Grand Prix,sirotkin,SIR,Sergey Sirotkin,williams,Williams,17,1:30.372,,
2018,17,Japanese Grand Prix,alonso,ALO,Fernando Alonso,mclaren,McLaren,18,1:30.573,,
2018,17,Japanese Grand Prix,vandoorne,VAN,Stoffel Vandoorne,mclaren,McLaren,19,1:31.041,,
2018,17,Japanese Grand Prix,ericsson,ERI,Marcus Ericsson,sauber,Sauber,20,1:31.213,,
2018,18,United States Grand Prix,hamilton,HAM,Lewis Hamilton,mercedes,Mercedes,1,1:34.130,1:33.480,1:32.237
2018,18,United States Grand Prix,vettel,VET,Sebastian Vettel,ferrari,Ferrari,2,1:34.569,1:33.079,1:32.298
2018,18,United States Grand Prix,raikkonen,RAI,Kimi Räikkönen,ferrari,Ferrari,3,1:34.703,1:32.884,1:32.307
2018,18,United States Grand Prix,bottas,BOT,Valtteri Bottas,mercedes,Mercedes,4,1:34.518,1:33.702,1:32.616
2018,18,United States Grand Prix,ricciardo,RIC,Daniel Ricciardo,red_bull,Red Bull,5,1:34.755,1:34.185,1:33.494
2018,18,United States Grand Prix,ocon,OCO,Esteban Ocon,force_india,Force India,6,1:34.876,1:34.522,1:34.145
2018,18,United States Grand Prix,hulkenberg,HUL,Nico Hülkenberg,renault,Renault,7,1:34.932,1:34.564,1:34.215
2018,18,United States Grand Prix,grosjean,GRO,Romain Grosjean,haas,Haas F1 Team,8,1:34.892,1:34.419,1:34.250
2018,18,United States Grand Prix,leclerc,LEC,Charles Leclerc,sauber,Sauber,9,1:35.069,1:34.255,1:34.420
2018,18,United States Grand Prix,perez,PER,Sergio Pérez,force_india,Force India,10,1:35.193,1:34.525,1:34.594
2018,18,United States Grand Prix,sainz,SAI,Carlos Sainz,renault,Renault,11,1:34.891,1:34.566,
2018,18,United States Grand Prix,kevin_magnussen,MAG,Kevin Magnussen,haas,Haas F1 Team,12,1:34.972,1:34.732,
2018,18,United States Grand Prix,gasly,GAS,Pierre Gasly,toro_rosso,Toro Rosso,13,1:34.850,,
2018,18,United States Grand Prix,brendon_hartley,HAR,Brendon Hartley,toro_rosso,Toro Rosso,14,1:35.206,,
2018,18,United States Grand Prix,max_verstappen,VER,Max Verstappen,red_bull,Red Bull,15,1:34.766,,
2018,18,United States Grand Prix,alonso,ALO,Fernando Alonso,mclaren,McLaren,16,1:35.294,,
2018,18,United States Grand Prix,sirotkin,SIR,Sergey Sirotkin,williams,Williams,17,1:35.362,,
2018,18,United States Grand Prix,stroll,STR,Lance Stroll,williams,Williams,18,1:35.480,,
2018,18,United States Grand Prix,ericsson,ERI,Marcus Ericsson,sauber,Sauber,19,1:35.536,,
2018,18,United States Grand Prix,vandoorne,VAN,Stoffel Vandoorne,mclaren,McLaren,20,1:35.735,,
2018,19,Mexican Grand Prix,ricciardo,RIC,Daniel Ricciardo,red_bull,Red Bull,1,1:15.866,1:15.845,1:14.759
2018,19,Mexican Grand Prix,max_verstappen,VER,Max Verstappen,red_bull,Red Bull,2,1:15.756,1:15.640,1:14.785
2018,19,Mexican Grand Prix,hamilton,HAM,Lewis Hamilton,mercedes,Mercedes,3,1:15.673,1:15.644,1:14.894
2018,19,Mexican Grand Prix,vettel,VET,Sebastian Vettel,ferrari,Ferrari,4,1:16.089,1:15.715,1:14.970
2018,19,Mexican Grand Prix,bottas,BOT,Valtteri Bottas,mercedes,Mercedes,5,1:15.580,1:15.923,1:15.160
2018,19,Mexican Grand Prix,raikkonen,RAI,Kimi Räikkönen,ferrari,Ferrari,6,1:16.446,1:15.996,1:15.330
2018,19,Mexican Grand Prix,hulkenberg,HUL,Nico Hülkenberg,renault,Renault,7,1:16.498,1:16.126,1:15.827
2018,19,Mexican Grand Prix,sainz,SAI,Carlos Sainz,renault,Renault,8,1:16.813,1:16.188,1:16.084
2018,19,Mexican Grand Prix,leclerc,LEC,Charles Leclerc,sauber,Sauber,9,1:16.862,1:16.320,1:16.189
2018,19,Mexican Grand Prix,ericsson,ERI,Marcus Ericsson,sauber,Sauber,10,1:16.701,1:16.633,1:16.513
2018,19,Mexican Grand Prix,ocon,OCO,Esteban Ocon,force_india,Force India,11,1:16.252,1:16.844,
2018,19,Mexican Grand Prix,alonso,ALO,Fernando Alonso,mclaren,McLaren,12,1:16.857,1:16.871,
2018,19,Mexican Grand Prix,perez,PER,Sergio Pérez,force_india,Force India,13,1:16.242,1:17.167,
2018,19,Mexican Grand Prix,brendon_hartley,HAR,Brendon Hartley,toro_rosso,Toro Rosso,14,1:16.682,1:17.184,
2018,19,Mexican Grand Prix,gasly,GAS,Pierre Gasly,toro_rosso,Toro Rosso,15,1:16.828,,
2018,19,Mexican Grand Prix,grosjean,GRO,Romain Grosjean,haas,Haas F1 Team,16,1:16.911,,
2018,19,Mexican Grand Prix,vandoorne,VAN,Stoffel Vandoorne,mclaren,McLaren,17,1:16.966,,
2018,19,Mexican Grand Prix,kevin_magnussen,MAG,Kevin Magnussen,haas,Haas F1 Team,18,1:17.599,,
2018,19,Mexican Grand Prix,stroll,STR,Lance Stroll,williams,Williams,19,1:17.689,,
2018,19,Mexican Grand Prix,sirotkin,SIR,Sergey Sirotkin,williams,Williams,20,1:17.886,,
2018,20,Brazilian Grand Prix,hamilton,HAM,Lewis Hamilton,mercedes,Mercedes,1,1:08.464,1:07.795,1:07.281
2018,20,Brazilian Grand Prix,vettel,VET,Sebastian Vettel,ferrari,Ferrari,2,1:08.452,1:07.776,1:07.374
2018,20,Brazilian Grand Prix,bottas,BOT,Valtteri Bottas,mercedes,Mercedes,3,1:08.492,1:07.727,1:07.441
2018,20,Brazilian Grand Prix,raikkonen,RAI,Kimi Räikkönen,ferrari,Ferrari,4,1:08.452,1:08.028,1:07.456
2018,20,Brazilian Grand Prix,max_verstappen,VER,Max Verstappen,red_bull,Red Bull,5,1:08.205,1:08.017,1:07.778
2018,20,Brazilian Grand Prix,ricciardo,RIC,Daniel Ricciardo,red_bull,Red Bull,6,1:08.544,1:08.055,1:07.780
2018,20,Brazilian Grand Prix,ericsson,ERI,Marcus Ericsson,sauber,Sauber,7,1:08.754,1:08.579,1:08.296
2018,20,Brazilian Grand Prix,leclerc,LEC,Charles Leclerc,sauber,Sauber,8,1:08.667,1:08.335,1:08.492
2018,20,Brazilian Grand Prix,grosjean,GRO,Romain Grosjean,haas,Haas F1 Team,9,1:08.735,1:08.239,1:08.517
2018,20,Brazilian Grand Prix,gasly,GAS,Pierre Gasly,toro_rosso,Toro Rosso,10,1:09.046,1:08.616,1:09.029
2018,20,Brazilian Grand Prix,kevin_magnussen,MAG,Kevin Magnussen,haas,Haas F1 Team,11,1:08.474,1:08.659,
2018,20,Brazilian Grand Prix,perez,PER,Sergio Pérez,force_india,Force India,12,1:09.217,1:08.741,
2018,20,Brazilian Grand Prix,ocon,OCO,Esteban Ocon,force_india,Force India,13,1:09.264,1:08.770,
2018,20,Brazilian Grand Prix,hulkenberg,HUL,Nico Hülkenberg,renault,Renault,14,1:09.009,1:08.834,
2018,20,Brazilian Grand Prix,sirotkin,SIR,Sergey Sirotkin,williams,Williams,15,1:09.259,1:10.381,
2018,20,Brazilian Grand Prix,sainz,SAI,Carlos Sainz,renault,Renault,16,1:09.269,,
2018,20,Brazilian Grand Prix,brendon_hartley,HAR,Brendon Hartley,toro_rosso,Toro Rosso,17,1:09.280,,
2018,20,Brazilian Grand Prix,alonso,ALO,Fernando Alonso,mclaren,McLaren,18,1:09.402,,
2018,20,Brazilian Grand Prix,stroll,STR,Lance Stroll,williams,Williams,19,1:09.441,,
2018,20,Brazilian Grand Prix,vandoorne,VAN,Stoffel Vandoorne,mclaren,McLaren,20,1:09.601,,
2018,21,Abu Dhabi Grand Prix,hamilton,HAM,Lewis Hamilton,mercedes,Mercedes,1,1:36.828,1:35.693,1:34.794
2018,21,Abu Dhabi Grand Prix,bottas,BOT,Valtteri Bottas,mercedes,Mercedes,2,1:36.789,1:36.392,1:34.956
2018,21,Abu Dhabi Grand Prix,vettel,VET,Sebastian Vettel,ferrari,Ferrari,3,1:36.775,1:36.345,1:35.125
2018,21,Abu Dhabi Grand Prix,raikkonen,RAI,Kimi Räikkönen,ferrari,Ferrari,4,1:37.010,1:36.735,1:35.365
2018,21,Abu Dhabi Grand Prix,ricciardo,RIC,Daniel Ricciardo,red_bull,Red Bull,5,1:37.117,1:36.964,1:35.401
2018,21,Abu Dhabi Grand Prix,max_verstappen,VER,Max Verstappen,red_bull,Red Bull,6,1:37.195,1:36.144,1:35.589
2018,21,Abu Dhabi Grand Prix,grosjean,GRO,Romain Grosjean,haas,Haas F1 Team,7,1:37.575,1:36.732,1:36.192
2018,21,Abu Dhabi Grand Prix,leclerc,LEC,Charles Leclerc,sauber,Sauber,8,1:37.124,1:36.580,1:36.237
2018,21,Abu Dhabi Grand Prix,ocon,OCO,Esteban Ocon,force_india,Force India,9,1:36.936,1:36.814,1:36.540
2018,21,Abu Dhabi Grand Prix,hulkenberg,HUL,Nico Hülkenberg,renault,Renault,10,1:37.569,1:36.630,1:36.542
2018,21,Abu Dhabi Grand Prix,sainz,SAI,Carlos Sainz,renault,Renault,11,1:37.757,1:36.982,
2018,21,Abu Dhabi Grand Prix,ericsson,ERI,Marcus Ericsson,sauber,Sauber,12,1:37.619,1:37.132,
2018,21,Abu Dhabi Grand Prix,kevin_magnussen,MAG,Kevin Magnussen,haas,Haas F1 Team,13,1:37.934,1:37.309,
2018,21,Abu Dhabi Grand Prix,perez,PER,Sergio Pérez,force_india,Force India,14,1:37.255,1:37.541,
2018,21,Abu Dhabi Grand Prix,alonso,ALO,Fernando Alonso,mclaren,McLaren,15,1:37.890,1:37.743,
2018,21,Abu Dhabi Grand Prix,brendon_hartley,HAR,Brendon Hartley,toro_rosso,Toro Rosso,16,1:37.994,,
2018,21,Abu Dhabi Grand Prix,gasly,GAS,Pierre Gasly,toro_rosso,Toro Rosso,17,1:38.166,,
2018,21,Abu Dhabi Grand Prix,vandoorne,VAN,Stoffel Vandoorne,mclaren,McLaren,18,1:38.577,,
2018,21,Abu Dhabi Grand Prix,sirotkin,SIR,Sergey Sirotkin,williams,Williams,19,1:38.635,,
2018,21,Abu Dhabi Grand Prix,stroll,STR,Lance Stroll,williams,Williams,20,1:38.682,,
