season,round,race_name,date,driver_id,driver_code,driver_name,constructor_id,constructor,number,grid,position,points,laps,status,fastest_lap_rank,fastest_lap_speed
2010,17,Korean Grand Prix,2010-10-24,vettel,VET,Sebastian Vettel,red_bull,Red Bull,5,1,17,0,45,Engine,2,183.139
2010,17,Korean Grand Prix,2010-10-24,petrov,PET,Vitaly Petrov,renault,Renault,12,20,18,0,39,Accident,13,178.835
2010,17,Korean Grand Prix,2010-10-24,glock,GLO,Timo Glock,virgin,Virgin,24,19,19,0,31,Collision,18,171.157
2010,17,Korean Grand Prix,2010-10-24,buemi,BUE,Sébastien Buemi,toro_rosso,Toro Rosso,16,16,20,0,30,Collision,17,173.112
2010,17,Korean Grand Prix,2010-10-24,grassi,DIG,Lucas di Grassi,virgin,Virgin,25,22,21,0,25,Accident,23,164.830
2010,17,Korean Grand Prix,2010-10-24,trulli,TRU,Jarno Trulli,lotus_racing,Lotus,18,18,22,0,25,Hydraulics,24,161.503
2010,17,Korean Grand Prix,2010-10-24,webber,WEB,Mark Webber,red_bull,Red Bull,6,2,23,0,18,Accident,21,168.414
2010,17,Korean Grand Prix,2010-10-24,rosberg,ROS,Nico Rosberg,mercedes,Mercedes,4,5,24,0,18,Collision,22,167.539
2010,18,Brazilian Grand Prix,2010-11-07,vettel,VET,Sebastian Vettel,red_bull,Red Bull,5,2,1,25,71,Finished,6,208.828
2010,18,Brazilian Grand Prix,2010-11-07,webber,WEB,Mark Webber,red_bull,Red Bull,6,3,2,18,71,Finished,4,209.493
2010,18,Brazilian Grand Prix,2010-11-07,alonso,ALO,Fernando Alonso,ferrari,Ferrari,8,5,3,15,71,Finished,2,210.038
2010,18,Brazilian Grand Prix,2010-11-07,hamilton,HAM,Lewis Hamilton,mclaren,McLaren,2,4,4,12,71,Finished,1,210.049
2010,18,Brazilian Grand Prix,2010-11-07,button,BUT,Jenson Button,mclaren,McLaren,1,11,5,10,71,Finished,3,209.819
2010,18,Brazilian Grand Prix,2010-11-07,rosberg,ROS,Nico Rosberg,mercedes,Mercedes,4,13,6,8,71,Finished,5,209.107
2010,18,Brazilian Grand Prix,2010-11-07,michael_schumacher,MSC,Michael Schumacher,mercedes,Mercedes,3,8,7,6,71,Finished,12,206.229
2010,18,Brazilian Grand Prix,2010-11-07,hulkenberg,HUL,Nico Hülkenberg,williams,Williams,10,1,8,4,70,+1 Lap,8,206.873
2010,18,Brazilian Grand Prix,2010-11-07,kubica,KUB,Robert Kubica,renault,Renault,11,7,9,2,70,+1 Lap,11,206.388
2010,18,Brazilian Grand Prix,2010-11-07,kobayashi,KOB,Kamui Kobayashi,sauber,Sauber,23,12,10,1,70,+1 Lap,7,207.529
2010,18,Brazilian Grand Prix,2010-11-07,alguersuari,ALG,Jaime Alguersuari,toro_rosso,Toro Rosso,17,14,11,0,70,+1 Lap,16,204.932
2010,18,Brazilian Grand Prix,2010-11-07,sutil,SUT,Adrian Sutil,force_india,Force India,14,22,12,0,70,+1 Lap,9,206.840
2010,18,Brazilian Grand Prix,2010-11-07,buemi,BUE,Sébastien Buemi,toro_rosso,Toro Rosso,16,19,13,0,70,+1 Lap,17,204.285
2010,18,Brazilian Grand Prix,2010-11-07,barrichello,BAR,Rubens Barrichello,williams,Williams,9,6,14,0,70,+1 Lap,13,206.207
2010,18,Brazilian Grand Prix,2010-11-07,massa,MAS,Felipe Massa,ferrari,Ferrari,7,9,15,0,70,+1 Lap,14,205.925
2010,18,Brazilian Grand Prix,2010-11-07,petrov,PET,Vitaly Petrov,renault,Renault,12,10,16,0,70,+1 Lap,15,205.503
2010,18,Brazilian Grand Prix,2010-11-07,heidfeld,HEI,Nick Heidfeld,sauber,Sauber,22,15,17,0,70,+1 Lap,10,206.644
2010,18,Brazilian Grand Prix,2010-11-07,kovalainen,KOV,Heikki Kovalainen,lotus_racing,Lotus,19,20,18,0,69,+2 Laps,20,201.039
2010,18,Brazilian Grand Prix,2010-11-07,trulli,TRU,Jarno Trulli,lotus_racing,Lotus,18,18,19,0,69,+2 Laps,21,200.636
2010,18,Brazilian Grand Prix,2010-11-07,glock,GLO,Timo Glock,virgin,Virgin,24,17,20,0,69,+2 Laps,23,199.657
2010,18,Brazilian Grand Prix,2010-11-07,bruno_senna,SEN,Bruno Senna,hrt,HRT,21,24,21,0,69,+2 Laps,24,199.565
2010,18,Brazilian Grand Prix,2010-11-07,klien,KLI,Christian Klien,hrt,HRT,20,23,22,0,65,+6 Laps,22,199.670
2010,18,Brazilian Grand Prix,2010-11-07,grassi,DIG,Lucas di Grassi,virgin,Virgin,25,21,23,0,62,+9 Laps,18,202.071
2010,18,Brazilian Grand Prix,2010-11-07,liuzzi,LIU,Vitantonio Liuzzi,force_india,Force India,15,16,24,0,49,Accident,19,201.616
2010,19,Abu Dhabi Grand Prix,2010-11-14,vettel,VET,Sebastian Vettel,red_bull,Red Bull,5,1,1,25,55,Finished,4,196.526
2010,19,Abu Dhabi Grand Prix,2010-11-14,hamilton,HAM,Lewis Hamilton,mclaren,McLaren,2,2,2,18,55,Finished,1,197.428
2010,19,Abu Dhabi Grand Prix,2010-11-14,button,BUT,Jenson Button,mclaren,McLaren,1,4,3,15,55,Finished,2,196.725
2010,19,Abu Dhabi Grand Prix,2010-11-14,rosberg,ROS,Nico Rosberg,mercedes,Mercedes,4,9,4,12,55,Finished,3,196.580
2010,19,Abu Dhabi Grand Prix,2010-11-14,kubica,KUB,Robert Kubica,renault,Renault,11,11,5,10,55,Finished,5,196.499
2010,19,Abu Dhabi Grand Prix,2010-11-14,petrov,PET,Vitaly Petrov,renault,Renault,12,10,6,8,55,Finished,8,195.427
2010,19,Abu Dhabi Grand Prix,2010-11-14,alonso,ALO,Fernando Alonso,ferrari,Ferrari,8,3,7,6,55,Finished,7,195.588
2010,19,Abu Dhabi Grand Prix,2010-11-14,webber,WEB,Mark Webber,red_bull,Red Bull,6,5,8,4,55,Finished,6,195.647
2010,19,Abu Dhabi Grand Prix,2010-11-14,alguersuari,ALG,Jaime Alguersuari,toro_rosso,Toro Rosso,17,17,9,2,55,Finished,15,194.636
2010,19,Abu Dhabi Grand Prix,2010-11-14,massa,MAS,Felipe Massa,ferrari,Ferrari,7,6,10,1,55,Finished,14,194.640
2010,19,Abu Dhabi Grand Prix,2010-11-14,heidfeld,HEI,Nick Heidfeld,sauber,Sauber,22,14,11,0,55,Finished,12,194.738
2010,19,Abu Dhabi Grand Prix,2010-11-14,barrichello,BAR,Rubens Barrichello,williams,Williams,9,7,12,0,55,Finished,11,194.746
2010,19,Abu Dhabi Grand Prix,2010-11-14,sutil,SUT,Adrian Sutil,force_india,Force India,14,13,13,0,55,Finished,13,194.696
2010,19,Abu Dhabi Grand Prix,2010-11-14,kobayashi,KOB,Kamui Kobayashi,sauber,Sauber,23,12,14,0,55,Finished,16,194.624
2010,19,Abu Dhabi Grand Prix,2010-11-14,buemi,BUE,Sébastien Buemi,toro_rosso,Toro Rosso,16,18,15,0,55,Finished,10,194.928
2010,19,Abu Dhabi Grand Prix,2010-11-14,hulkenberg,HUL,Nico Hülkenberg,williams,Williams,10,15,16,0,55,Finished,9,195.263
2010,19,Abu Dhabi Grand Prix,2010-11-14,kovalainen,KOV,Heikki Kovalainen,lotus_racing,Lotus,19,20,17,0,54,+1 Lap,17,189.739
2010,19,Abu Dhabi Grand Prix,2010-11-14,grassi,DIG,Lucas di Grassi,virgin,Virgin,25,22,18,0,53,+2 Laps,19,188.402
2010,19,Abu Dhabi Grand Prix,2010-11-14,bruno_senna,SEN,Bruno Senna,hrt,HRT,21,23,19,0,53,+2 Laps,20,188.173
2010,19,Abu Dhabi Grand Prix,2010-11-14,klien,KLI,Christian Klien,hrt,HRT,20,24,20,0,53,+2 Laps,21,187.483
2010,19,Abu Dhabi Grand Prix,2010-11-14,trulli,TRU,Jarno Trulli,lotus_racing,Lotus,18,19,21,0,51,Rear wing,18,188.663
2010,19,Abu Dhabi Grand Prix,2010-11-14,glock,GLO,Timo Glock,virgin,Virgin,24,21,22,0,43,Gearbox,22,187.148
2010,19,Abu Dhabi Grand Prix,2010-11-14,michael_schumacher,MSC,Michael Schumacher,mercedes,Mercedes,3,8,23,0,0,Collision,,
2010,19,Abu Dhabi Grand Prix,2010-11-14,liuzzi,LIU,Vitantonio Liuzzi,force_india,Force India,15,16,24,0,0,Collision,,
